DEPTH,GR,NPHI,RHOB,RT,DT
2653.7412000000004,41.66,,,0.29,
2653.8936000000003,43.34,,,0.25,
2654.0460000000003,46.06,,,0.26,
2654.1984,44.21,,,0.34,
2654.3508,45.81,,,0.28,
2654.5032,43.09,,,0.26,
2654.6556,41.86,,,0.29,
2654.808,41.77,,,0.33,
2654.9604000000004,45.61,,,0.38,
2655.1128000000003,47.38,,,0.34,
2655.2652000000003,46.99,,,0.36,
2655.4176,44.07,,,0.29,
2655.57,43.79,,,0.3,
2655.7224,42.19,,,0.28,
2655.8748,43.31,,,0.28,
2656.0272,44.46,,,0.3,
2656.1796000000004,44.86,,,0.38,
2656.3320000000003,45.33,,,0.39,
2656.4844000000003,44.58,,,0.38,
2656.6368,45.42,,,0.36,
2656.7892,44.46,,,0.35,
2656.9416,45.47,,,0.39,
2657.094,43.43,,,0.37,
2657.2464,46.43,,,0.37,
2657.3988,44.1,,,0.34,
2657.5512000000003,47.07,,,0.37,
2657.7036000000003,43.9,,,0.34,
2657.856,48.03,,,0.36,
2658.0084,47.86,,,0.39,
2658.1608,48.5,,,0.37,
2658.3132,44.77,,,0.39,
2658.4656,42.78,,,0.37,
2658.618,42.78,,,0.37,
2658.7704000000003,42.02,,,0.4,
2658.9228000000003,42.98,,,0.45,
2659.0752,40.93,,,0.46,
2659.2276,44.58,,,0.49,
2659.38,41.29,,,0.49,
2659.5324,42.98,,,0.46,
2659.6848,42.98,,,0.48,
2659.8372,46.54,,,0.55,
2659.9896000000003,47.75,,,0.57,
2660.1420000000003,46.26,,,0.56,
2660.2944,47.3,,,0.5,
2660.4468,46.09,,,0.51,
2660.5992,44.97,,,0.59,
2660.7516,46.18,,,0.68,
2660.904,52.54,,,0.78,
2661.0564,58.24,,,0.86,
2661.2088000000003,65.34,,,0.92,
2661.3612000000003,67.19,,,1.06,
2661.5136,71.12,,,1.32,
2661.666,73.64,,,1.44,
2661.8184,75.8,,,1.5,
2661.9708,81.97,,,1.55,
2662.1232,85.25,,,1.61,
2662.2756,88.7,,,1.89,
2662.4280000000003,80.18,,,2.3,
2662.5804000000003,70.64,,,1.06,
2662.7328,62.22,,,0.7,
2662.8852,56.44,,,0.63,
2663.0376,53.64,,,0.49,
2663.19,51.51,,,0.36,
2663.3424,53.95,,,0.16,
2663.4948,54.23,,,0.19,
2663.6472000000003,56.92,,,0.18,
2663.7996000000003,56.33,,,0.15,
2663.952,56.13,,,0.12,
2664.1044,50.16,,,0.14,
2664.2568,48.11,,,0.23,
2664.4092,43.17,,,0.26,
2664.5616,42.25,,,0.24,
2664.714,39.44,,,0.24,
2664.8664000000003,40.0,,,0.24,
2665.0188000000003,41.41,,,0.24,
2665.1712,41.69,,,0.19,
2665.3236,42.05,,,0.17,
2665.476,40.54,,,0.17,
2665.6284,43.26,,,0.21,
2665.7808,40.09,,,0.24,
2665.9332,38.21,,,0.23,
2666.0856000000003,37.37,,,0.25,
2666.2380000000003,38.38,,,0.19,
2666.3904,41.18,,,0.21,
2666.5428,38.66,,,0.26,
2666.6952,41.29,,,0.23,
2666.8476,40.65,,,0.24,
2667.0,42.14,,,0.21,
2667.1524,39.78,,,0.23,
2667.3048000000003,39.3,,,0.26,
2667.4572000000003,38.01,,,0.26,
2667.6096000000002,37.84,,,0.26,
2667.762,41.04,,,0.21,
2667.9144,41.41,,,0.24,
2668.0668,42.22,,,0.26,
2668.2192,38.21,,,0.31,
2668.3716,39.33,,,0.28,
2668.5240000000003,41.13,,,0.24,
2668.6764000000003,42.53,,,0.28,
2668.8288000000002,43.17,,,0.24,
2668.9812,40.17,,,0.29,
2669.1336,40.26,,,0.32,
2669.286,38.66,,,0.29,
2669.4384,39.58,,,0.28,
2669.5908,41.83,,,0.38,
2669.7432000000003,42.5,,,0.31,
2669.8956000000003,44.02,,,0.34,
2670.0480000000002,43.37,,,0.27,
2670.2004,43.74,,,0.22,
2670.3528,45.31,,,0.24,
2670.5052,44.35,,,0.29,
2670.6576,44.55,,,0.34,
2670.81,42.78,,,0.31,
2670.9624000000003,42.7,,,0.27,
2671.1148000000003,41.1,,,0.22,
2671.2672000000002,40.54,,,0.21,
2671.4196,38.38,,,0.27,
2671.572,38.74,,,0.32,
2671.7244,39.67,,,0.3,
2671.8768,41.91,,,0.3,
2672.0292,41.18,,,0.22,
2672.1816000000003,42.05,,,0.24,
2672.3340000000003,42.25,,,0.27,
2672.4864000000002,42.89,,,0.27,
2672.6388,42.98,,,0.24,
2672.7912,39.53,,,0.33,
2672.9436,38.8,,,0.31,
2673.096,38.32,,,0.28,
2673.2484,39.53,,,0.27,
2673.4008000000003,41.49,,,0.3,
2673.5532000000003,39.25,,,0.33,
2673.7056000000002,39.16,,,0.38,
2673.858,37.48,,,0.38,
2674.0104,38.43,,,0.31,
2674.1628,39.08,,,0.3,
2674.3152,37.68,,,0.29,
2674.4676,36.81,,,0.33,
2674.6200000000003,37.17,,,0.41,
2674.7724000000003,38.94,,,0.44,
2674.9248000000002,40.45,,,0.44,
2675.0772,41.66,,,0.85,
2675.2296,49.6,,,0.84,
2675.382,61.18,,,0.77,
2675.5344,76.16,,,0.81,
2675.6868,80.09,,,0.72,
2675.8392000000003,72.88,,,0.54,
2675.9916000000003,61.46,,,0.49,
2676.1440000000002,54.09,,,0.45,
2676.2964,52.4,,,0.51,
2676.4488,51.56,,,0.49,
2676.6012,51.08,,,0.5,
2676.7536,50.55,,,0.47,
2676.906,50.19,,,0.47,
2677.0584000000003,51.42,,,0.5,
2677.2108000000003,53.27,,,0.53,
2677.3632000000002,53.44,,,0.5,
2677.5156,51.37,,,0.44,
