DEPTH,GR,NPHI,RHOB,RT,DT,PEF
535.5336,110.763,,,,,
535.686,114.359,,,,,
535.8384,117.954,,,,,
535.9908,121.55,,,,,
536.1432,120.314,,,,,
536.2956,118.767,,,,,
536.448,117.221,,,,,
536.6004,117.253,,,,,
536.7528,118.104,,,,,
536.9052,118.954,,,,,
537.0576,119.279,,,,,
537.21,118.738,,,,,
537.3624,118.197,,,,,
537.5148,117.198,,,,,
537.6672,111.939,,,,,
537.8196,106.681,,,,,
537.972,101.423,,,,,
538.1244,102.919,,,,,
538.2768,105.934,,,,,
538.4292,108.95,,,,,
538.5816,110.475,,,,,
538.734,110.707,,,,,
538.8864,110.939,,,,,
539.0388,111.348,,,,,
539.1912,112.276,,,,,
539.3436,113.204,,,,,
539.496,114.132,,,,,
539.6484,112.639,,,,,
539.8008,111.08,,,,,
539.9532,109.522,,,,,
540.1056,111.57,,,,,
540.258,115.216,,,,,
540.4104,118.862,,,,,
540.5628,121.436,,,,,
540.7152,122.479,,,,,
540.8676,123.523,,,,,
541.02,124.324,,,,,
541.1724,123.512,,,,,
541.3248,122.7,,,,,
541.4772,121.888,,,,,
541.6296,122.199,,,,,
541.782,122.706,,,,,
541.9344,123.213,,,,,
542.0868,122.79,,,,,
542.2392,121.664,,,,,
542.3916,120.538,,,,,
542.544,121.59,,,,,
542.6964,128.008,,,,,
542.8488,134.426,,,,,
543.0012,140.814,,,,,
543.1536,143.482,,,,,
543.306,146.149,,,,,
543.4584,148.817,,,,,
543.6108,135.294,,,,,
543.7632,115.693,,,,,
543.9156,96.092,,,,,
544.068,85.03,,,,,
544.2204,84.566,,,,,
544.3728,84.102,,,,,
544.5252,83.523,,,,,
544.6776,82.363,,,,,
544.83,81.203,,,,,
544.9824,80.043,,,,,
545.1348,78.986,,,,,
545.2872,77.942,,,,,
545.4396,76.898,,,,,
545.592,80.849,,,,,
545.7444,88.079,,,,,
545.8968,95.308,,,,,
546.0492,103.379,,,,,
546.2016,113.213,,,,,
546.354,123.047,,,,,
546.5064,132.411,,,,,
546.6588,131.033,,,,,
546.8112,129.656,,,,,
546.9636,128.279,,,,,
547.116,126.927,,,,,
547.2684,125.584,,,,,
547.4208,124.241,,,,,
547.5732,125.065,,,,,
547.7256,128.235,,,,,
547.878,131.406,,,,,
548.0304,133.897,,,,,
548.1828,133.665,,,,,
548.3352,133.433,,,,,
548.4876,133.201,,,,,
548.64,133.049,,,,,
548.7924,132.904,,,,,
548.9448,132.759,,,,,
549.0972,131.813,,,,,
549.2496,130.411,,,,,
549.402,129.01,,,,,
549.5544,129.075,,,,,
549.7068,131.781,,,,,
549.8592,134.488,,,,,
550.0116,136.794,,,,,
550.164,134.242,,,,,
550.3164,131.69,,,,,
550.4688,129.138,,,,,
550.6212,132.49,,,,,
550.7736,137.361,,,,,
550.926,142.233,,,,,
551.0784,143.106,,,,,
551.2308,140.207,,,,,
551.3832,137.307,,,,,
551.5356,135.745,,,,,
551.688,138.572,,,,,
551.8404,141.4,,,,,
551.9928,144.227,,,,,
552.1452,142.219,,,,,
552.2976,139.972,,,,,
552.45,137.725,,,,,
552.6024,140.261,,,,,
552.7548,145.132,,,,,
552.9072,150.003,,,,,
553.0596,152.697,,,,,
553.212,152.001,,,,,
553.3644,151.305,,,,,
553.5168,150.61,,,,,
553.6692,149.914,,,,,
553.8216,149.218,,,,,
553.974,148.522,,,,,
554.1264,148.916,,,,,
554.2788,149.535,,,,,
554.4312,150.153,,,,,
554.5836,150.093,,,,,
554.736,149.475,,,,,
554.8884,148.856,,,,,
555.0408,148.403,,,,,
555.1932,148.403,,,,,
555.3456,148.403,,,,,
555.498,148.403,,,,,
555.6504,151.532,,,,,
555.8028,154.702,,,,,
555.9552,157.872,,,,,
556.1076,157.549,,,,,
556.26,155.77,,,,,
556.4124,153.992,,,,,
556.5648,155.337,,,,,
556.7172,160.904,,,,,
556.8696,166.471,,,,,
557.022,170.687,,,,,
557.1744,166.898,,,,,
557.3268,163.11,,,,,
557.4792,159.321,,,,,
557.6316,142.646,,,,,
557.784,123.934,,,,,
557.9364,105.222,,,,,
558.0888,100.344,,,,,
558.2412,105.375,,,,,
558.3936,110.406,,,,,
558.546,113.24,,,,,
558.6984,110.993,,,,,
558.8508,108.746,,,,,
559.0032,106.491,,,,,
559.1556,103.862,,,,,
559.308,101.233,,,,,
559.4604,98.604,,,,,
559.6128,96.032,,,,,
559.7652,93.48,,,,,
559.9176,90.929,,,,,
560.07,90.43,,,,,
560.2224,92.349,,,,,
560.3748,94.267,,,,,
560.5272,95.649,,,,,
560.6796,94.562,,,,,
560.832,93.475,,,,,
560.9844,92.387,,,,,
561.1368,93.057,,,,,
561.2892,93.927,,,,,
561.4416,94.797,,,,,
561.594,99.423,,,,,
561.7464,106.382,,,,,
561.8988,113.34,,,,,
562.0512,119.468,,,,,
562.2036,123.953,,,,,
562.356,128.437,,,,,
562.5084,132.658,,,,,
562.6608,132.348,,,,,
562.8132,132.039,,,,,
562.9656,131.73,,,,,
563.118,128.876,,,,,
563.2704,125.281,,,,,
563.4228,121.685,,,,,
563.5752,122.325,,,,,
563.7276,127.312,,,,,
563.88,132.3,,,,,
564.0324,135.799,,,,,
564.1848,133.789,,,,,
564.3372,131.778,,,,,
564.4896,129.768,,,,,
564.642,131.72,,,,,
564.7944,133.963,,,,,
564.9468,136.205,,,,,
565.0992,135.667,,,,,
565.2516,133.637,,,,,
565.404,131.607,,,,,
565.5564,132.281,,,,,
565.7088,137.559,,,,,
565.8612,142.836,,,,,
566.0136,147.373,,,,,
566.166,144.357,,,,,
566.3184,141.342,,,,,
566.4708,138.327,,,,,
566.6232,141.312,,,,,
566.7756,145.719,,,,,
566.928,150.126,,,,,
567.0804,150.087,,,,,
567.2328,146.066,,,,,
567.3852,142.046,,,,,
567.5376,139.401,,,,,
567.69,140.957,,,,,
567.8424,142.513,,,,,
567.9948,144.069,,,,,
568.1472,145.009,,,,,
568.2996,145.927,,,,,
568.452,146.846,,,,,
568.6044,148.618,,,,,
568.7568,150.783,,,,,
568.9092,152.948,,,,,
569.0616,153.941,,,,,
569.214,153.206,,,,,
569.3664,152.472,,,,,
569.5188,151.737,,,,,
569.6712,151.003,,,,,
569.8236,150.268,,,,,
569.976,149.533,,,,,
570.1284,151.112,,,,,
570.2808,153.122,,,,,
570.4332,155.133,,,,,
570.5856,154.472,,,,,
570.738,151.727,,,,,
570.8904,148.982,,,,,
571.0428,147.453,,,,,
571.1952,149.038,,,,,
571.3476,150.623,,,,,
571.5,152.208,,,,,
571.6524000000001,152.749,,,,,
571.8048,153.291,,,,,
571.9572000000001,153.832,,,,,
572.1096,153.361,,,,,
572.2620000000001,152.493,,,,,
572.4144,151.625,,,,,
572.5668000000001,150.62,,,,,
572.7192,149.439,,,,,
572.8716000000001,148.257,,,,,
573.024,147.548,,,,,
573.1764000000001,149.365,,,,,
573.3288,151.182,,,,,
573.4812000000001,152.999,,,,,
573.6336,155.799,,,,,
573.7860000000001,158.737,,,,,
573.9384,161.675,,,,,
574.0908000000001,161.389,,,,,
574.2432,158.914,,,,,
574.3956000000001,156.44,,,,,
574.548,155.323,,,,,
574.7004000000001,157.16,,,,,
574.8528,158.997,,,,,
575.0052000000001,160.731,,,,,
575.1576,159.591,,,,,
575.3100000000001,158.451,,,,,
575.4624,157.31,,,,,
575.6148000000001,156.388,,,,,
575.7672,155.537,,,,,
575.9196000000001,154.687,,,,,
576.072,153.069,,,,,
576.2244000000001,150.595,,,,,
576.3768,148.12,,,,,
576.5292000000001,146.816,,,,,
576.6816,150.45,,,,,
576.8340000000001,154.085,,,,,
576.9864,157.719,,,,,
577.1388000000001,158.8,,,,,
577.2912,159.631,,,,,
577.4436000000001,160.463,,,,,
577.596,159.37,,,,,
577.7484000000001,157.147,,,,,
577.9008,154.924,,,,,
578.0532000000001,154.098,,,,,
578.2056,155.876,,,,,
578.3580000000001,157.654,,,,,
578.5104,159.18,,,,,
578.6628000000001,157.247,,,,,
578.8152,155.313,,,,,
578.9676000000001,153.38,,,,,
579.12,156.896,,,,,
579.2724000000001,161.883,,,,,
579.4248,166.871,,,,,
579.5772000000001,168.803,,,,,
579.7296,167.759,,,,,
579.8820000000001,166.715,,,,,
580.0344,165.959,,,,,
580.1868000000001,166.191,,,,,
580.3392,166.423,,,,,
580.4916000000001,166.655,,,,,
580.644,164.695,,,,,
580.7964000000001,162.608,,,,,
580.9488,160.52,,,,,
581.1012000000001,156.969,,,,,
581.2536,152.678,,,,,
581.4060000000001,148.387,,,,,
581.5584,141.662,,,,,
581.7108000000001,131.02,,,,,
581.8632,120.379,,,,,
582.0156000000001,110.886,,,,,
582.168,111.466,,,,,
582.3204000000001,112.046,,,,,
582.4728,112.626,,,,,
582.6252000000001,110.8,,,,,
582.7776,108.451,,,,,
582.9300000000001,106.102,,,,,
583.0824,101.219,,,,,
583.2348000000001,94.183,,,,,
583.3872,87.147,,,,,
583.5396000000001,82.531,,,,,
583.692,84.812,,,,,
583.8444000000001,87.093,,,,,
583.9968,89.374,,,,,
584.1492000000001,97.264,,,,,
584.3016,105.274,,,,,
584.4540000000001,113.284,,,,,
584.6064,109.381,,,,,
584.7588000000001,100.327,,,,,
584.9112,91.273,,,,,
585.0636000000001,86.546,,,,,
585.216,87.861,,,,,
585.3684000000001,89.175,,,,,
585.5208,89.994,,,,,
585.6732000000001,87.674,,,,,
585.8256,85.355,,,,,
585.9780000000001,83.035,,,,,
586.1304,83.759,,,,,
586.2828000000001,84.996,,,,,
586.4352,86.233,,,,,
586.5876000000001,87.115,,,,,
586.74,87.733,,,,,
586.8924000000001,88.352,,,,,
587.0448,89.356,,,,,
587.1972000000001,91.289,,,,,
587.3496,93.222,,,,,
587.5020000000001,95.069,,,,,
587.6544,90.43,,,,,
587.8068000000001,85.79,,,,,
587.9592,81.151,,,,,
588.1116000000001,82.514,,,,,
588.264,86.071,,,,,
588.4164000000001,89.628,,,,,
588.5688,92.444,,,,,
588.7212000000001,94.36,,,,,
588.8736,96.276,,,,,
589.0260000000001,98.193,,,,,
589.1784,100.114,,,,,
589.3308000000001,102.035,,,,,
589.4832,103.956,,,,,
589.6356000000001,107.29,,,,,
589.788,110.798,,,,,
589.9404000000001,114.307,,,,,
590.0928,116.102,,,,,
590.2452000000001,116.798,,,,,
590.3976,117.494,,,,,
590.5500000000001,119.079,,,,,
590.7024,122.486,,,,,
590.8548000000001,125.893,,,,,
591.0072,128.882,,,,,
591.1596000000001,123.446,,,,,
591.312,118.009,,,,,
591.4644000000001,112.572,,,,,
591.6168,113.213,,,,,
591.7692000000001,115.707,,,,,
591.9216,118.201,,,,,
592.0740000000001,117.681,,,,,
592.2264,113.97,,,,,
592.3788000000001,110.259,,,,,
592.5312,107.513,,,,,
592.6836000000001,108.518,,,,,
592.836,109.523,,,,,
592.9884000000001,110.528,,,,,
593.1408,111.248,,,,,
593.2932000000001,111.944,,,,,
593.4456,112.64,,,,,
593.5980000000001,116.213,,,,,
593.7504,121.384,,,,,
593.9028000000001,126.555,,,,,
594.0552,127.784,,,,,
594.2076000000001,122.072,,,,,
594.36,116.359,,,,,
594.5124000000001,111.216,,,,,
594.6648,112.492,,,,,
594.8172000000001,113.767,,,,,
594.9696,115.043,,,,,
595.1220000000001,116.876,,,,,
595.2744,118.848,,,,,
595.4268000000001,120.82,,,,,
595.5792,122.37,,,,,
595.7316000000001,123.53,,,,,
595.884,124.689,,,,,
596.0364000000001,124.775,,,,,
596.1888,121.441,,,,,
596.3412000000001,118.106,,,,,
596.4936,114.772,,,,,
596.6460000000001,116.715,,,,,
596.7984,118.89,,,,,
596.9508000000001,121.065,,,,,
597.1032,122.552,,,,,
597.2556000000001,123.712,,,,,
597.408,124.872,,,,,
597.5604000000001,126.354,,,,,
597.7128,128.325,,,,,
597.8652000000001,130.297,,,,,
598.0176,131.797,,,,,
598.1700000000001,129.68,,,,,
598.3224,127.563,,,,,
598.4748000000001,125.446,,,,,
598.6272,118.215,,,,,
598.7796000000001,109.97,,,,,
598.932,101.726,,,,,
599.0844000000001,95.906,,,,,
599.2368,92.04,,,,,
599.3892000000001,88.174,,,,,
599.5416,85.859,,,,,
599.6940000000001,87.676,,,,,
599.8464,89.494,,,,,
599.9988000000001,91.311,,,,,
600.1512,92.783,,,,,
600.3036000000001,94.252,,,,,
600.456,95.72,,,,,
600.6084000000001,94.275,,,,,
600.7608,91.646,,,,,
600.9132000000001,89.017,,,,,
601.0656,87.869,,,,,
601.2180000000001,88.681,,,,,
601.3704,89.493,,,,,
601.5228000000001,90.281,,,,,
601.6752,90.939,,,,,
601.8276000000001,91.596,,,,,
601.98,92.253,,,,,
602.1324000000001,91.97,,,,,
602.2848,91.545,,,,,
602.4372000000001,91.12,,,,,
602.5896,92.59,,,,,
602.7420000000001,95.388,,,,,
602.8944,98.186,,,,,
603.0468000000001,98.945,,,,,
603.1992,95.103,,,,,
603.3516000000001,91.261,,,,,
603.504,87.562,,,,,
603.6564000000001,89.147,,,,,
603.8088,90.732,,,,,
603.9612000000001,92.317,,,,,
604.1136,93.614,,,,,
604.2660000000001,94.812,,,,,
604.4184,96.011,,,,,
604.5708000000001,97.084,,,,,
604.7232,98.011,,,,,
604.8756000000001,98.939,,,,,
605.028,99.455,,,,,
605.1804000000001,98.14,,,,,
605.3328,96.826,,,,,
605.4852000000001,95.511,,,,,
605.6376,95.942,,,,,
605.7900000000001,96.561,,,,,
605.9424,97.179,,,,,
606.0948000000001,97.702,,,,,
606.2472,98.165,,,,,
606.3996000000001,98.629,,,,,
606.552,99.304,,,,,
606.7044000000001,100.387,,,,,
606.8568,101.47,,,,,
607.0092000000001,102.422,,,,,
607.1616,101.339,,,,,
607.3140000000001,100.256,,,,,
607.4664,99.174,,,,,
607.6188000000001,100.743,,,,,
607.7712,103.063,,,,,
607.9236000000001,105.383,,,,,
608.076,106.662,,,,,
608.2284000000001,106.894,,,,,
608.3808,107.126,,,,,
608.5332000000001,108.326,,,,,
608.6856,113.004,,,,,
608.8380000000001,117.682,,,,,
608.9904,122.36,,,,,
609.1428000000001,119.141,,,,,
609.2952,115.391,,,,,
609.4476000000001,111.64,,,,,
609.6,106.26,,,,,
609.7524000000001,100.026,,,,,
609.9048,93.792,,,,,
610.0572000000001,88.755,,,,,
610.2096,85.711,,,,,
610.3620000000001,82.666,,,,,
610.5144,80.753,,,,,
610.6668000000001,89.684,,,,,
610.8192,98.615,,,,,
610.9716000000001,107.545,,,,,
611.124,115.564,,,,,
611.2764000000001,123.373,,,,,
611.4288,131.183,,,,,
611.5812000000001,135.099,,,,,
611.7336,135.602,,,,,
611.8860000000001,136.105,,,,,
612.0384,136.52,,,,,
612.1908000000001,136.674,,,,,
612.3432,136.829,,,,,
612.4956000000001,136.984,,,,,
612.648,136.882,,,,,
612.8004000000001,136.773,,,,,
612.9528,136.665,,,,,
613.1052000000001,139.588,,,,,
613.2576,143.872,,,,,
613.4100000000001,148.156,,,,,
613.5624,147.536,,,,,
613.7148000000001,139.842,,,,,
613.8672,132.149,,,,,
614.0196000000001,123.854,,,,,
614.172,111.482,,,,,
614.3244000000001,99.111,,,,,
614.4768,86.739,,,,,
614.6292000000001,83.301,,,,,
614.7816,81.467,,,,,
614.9340000000001,79.633,,,,,
615.0864,81.172,,,,,
615.2388000000001,85.287,,,,,
615.3912,89.402,,,,,
615.5436000000001,92.915,,,,,
615.696,94.925,,,,,
615.8484000000001,96.935,,,,,
616.0008,98.925,,,,,
616.1532000000001,96.992,,,,,
616.3056,95.059,,,,,
616.4580000000001,93.126,,,,,
616.6104,91.725,,,,,
616.7628000000001,90.527,,,,,
616.9152,89.328,,,,,
617.0676000000001,88.576,,,,,
617.22,88.382,,,,,
617.3724000000001,88.189,,,,,
617.5248,87.952,,,,,
617.6772000000001,87.488,,,,,
617.8296,87.024,,,,,
617.9820000000001,86.56,,,,,
618.1344,88.005,,,,,
618.2868000000001,89.706,,,,,
618.4392,91.407,,,,,
618.5916000000001,92.644,,,,,
618.744,93.572,,,,,
618.8964000000001,94.499,,,,,
619.0488,96.198,,,,,
619.2012000000001,99.532,,,,,
619.3536,102.867,,,,,
619.5060000000001,106.042,,,,,
619.6584,105.317,,,,,
619.8108000000001,104.592,,,,,
619.9632,103.867,,,,,
620.1156000000001,105.232,,,,,
620.268,107.261,,,,,
620.4204000000001,109.291,,,,,
620.5728,109.908,,,,,
620.7252000000001,108.98,,,,,
620.8776,108.052,,,,,
621.0300000000001,107.231,,,,,
621.1824,106.844,,,,,
621.3348000000001,106.458,,,,,
621.4872,106.071,,,,,
621.6396000000001,104.454,,,,,
621.792,102.724,,,,,
621.9444000000001,100.993,,,,,
622.0968,101.068,,,,,
622.2492000000001,102.18,,,,,
622.4016,103.291,,,,,
622.5540000000001,103.817,,,,,
622.7064,103.276,,,,,
622.8588000000001,102.735,,,,,
623.0112,101.784,,,,,
623.1636000000001,95.676,,,,,
623.316,89.568,,,,,
623.4684000000001,83.459,,,,,
623.6208,83.48,,,,,
623.7732000000001,85.104,,,,,
623.9256,86.727,,,,,
624.0780000000001,88.188,,,,,
624.2304,89.493,,,,,
624.3828000000001,90.798,,,,,
624.5352,91.16,,,,,
624.6876000000001,88.386,,,,,
624.84,85.613,,,,,
624.9924000000001,82.839,,,,,
625.1448,81.157,,,,,
625.2972000000001,79.533,,,,,
625.4496,77.909,,,,,
625.6020000000001,77.579,,,,,
625.7544,77.889,,,,,
625.9068000000001,78.198,,,,,
626.0592,79.159,,,,,
626.2116000000001,81.145,,,,,
626.364,83.131,,,,,
626.5164000000001,85.387,,,,,
626.6688,89.881,,,,,
626.8212000000001,94.376,,,,,
626.9736,98.87,,,,,
627.1260000000001,99.181,,,,,
627.2784,98.616,,,,,
627.4308000000001,98.05,,,,,
627.5832,98.849,,,,,
627.7356000000001,100.782,,,,,
627.888,102.715,,,,,
628.0404000000001,105.56,,,,,
628.1928,110.934,,,,,
628.3452000000001,116.308,,,,,
628.4976,121.682,,,,,
628.6500000000001,127.653,,,,,
628.8024,133.633,,,,,
628.9548000000001,139.614,,,,,
629.1072,140.526,,,,,
629.2596000000001,139.301,,,,,
629.412,138.076,,,,,
629.5644000000001,133.594,,,,,
629.7168,124.664,,,,,
629.8692000000001,115.733,,,,,
630.0216,108.183,,,,,
630.1740000000001,108.995,,,,,
630.3264,109.807,,,,,
630.4788000000001,110.619,,,,,
630.6312,110.632,,,,,
630.7836000000001,110.516,,,,,
630.936,110.4,,,,,
631.0884000000001,112.874,,,,,
631.2408,117.223,,,,,
631.3932000000001,121.573,,,,,
631.5456,125.922,,,,,
631.6980000000001,130.271,,,,,
631.8504,134.62,,,,,
632.0028000000001,138.839,,,,,
632.1552,136.055,,,,,
632.3076000000001,133.272,,,,,
632.46,130.488,,,,,
632.6124000000001,128.817,,,,,
632.7648,127.541,,,,,
632.9172000000001,126.265,,,,,
633.0696,121.814,,,,,
633.2220000000001,113.587,,,,,
633.3744,105.359,,,,,
633.5268000000001,99.209,,,,,
633.6792,102.798,,,,,
633.8316000000001,106.386,,,,,
633.984,109.974,,,,,
634.1364000000001,113.258,,,,,
634.2888,116.505,,,,,
634.4412000000001,119.753,,,,,
634.5936,117.349,,,,,
634.7460000000001,111.395,,,,,
634.8984,105.441,,,,,
635.0508000000001,102.684,,,,,
635.2032,106.318,,,,,
635.3556000000001,109.952,,,,,
635.508,113.413,,,,,
635.6604000000001,113.761,,,,,
635.8128,114.109,,,,,
635.9652000000001,114.457,,,,,
636.1176,112.299,,,,,
636.2700000000001,109.399,,,,,
636.4224,106.5,,,,,
636.5748000000001,105.821,,,,,
636.7272,107.444,,,,,
636.8796000000001,109.068,,,,,
637.032,110.124,,,,,
637.1844000000001,109.041,,,,,
637.3368,107.959,,,,,
637.4892000000001,106.876,,,,,
637.6416,109.242,,,,,
637.794,111.871,,,,,
637.9464,114.5,,,,,
638.0988,112.392,,,,,
638.2512,107.714,,,,,
638.4036,103.036,,,,,
638.556,98.358,,,,,
638.7084,93.68,,,,,
638.8608,89.002,,,,,
639.0132,84.442,,,,,
639.1656,81.117,,,,,
639.318,77.792,,,,,
639.4704,74.467,,,,,
639.6228,76.687,,,,,
639.7752,80.244,,,,,
639.9276,83.801,,,,,
640.08,90.153,,,,,
640.2324,99.036,,,,,
640.3848,107.918,,,,,
640.5372,116.313,,,,,
640.6896,123.2,,,,,
640.842,130.086,,,,,
640.9944,136.973,,,,,
641.1468,142.183,,,,,
641.2992,147.33,,,,,
641.4516,152.476,,,,,
641.604,152.923,,,,,
641.7564,151.184,,,,,
641.9088,149.444,,,,,
642.0612,142.736,,,,,
642.2136,128.625,,,,,
642.366,114.514,,,,,
642.5184,101.747,,,,,
642.6708,98.77,,,,,
642.8232,95.793,,,,,
642.9756,92.816,,,,,
643.128,91.532,,,,,
643.2804,90.57,,,,,
643.4328,89.609,,,,,
643.5852,88.49,,,,,
643.7376,87.248,,,,,
643.89,86.006,,,,,
644.0424,85.96,,,,,
644.1948,89.014,,,,,
644.3472,92.068,,,,,
644.4996,95.13,,,,,
644.652,100.066,,,,,
644.8044,105.014,,,,,
644.9568,109.963,,,,,
645.1092,109.378,,,,,
645.2616,106.604,,,,,
645.414,103.83,,,,,
645.5664,101.789,,,,,
645.7188,100.697,,,,,
645.8712,99.604,,,,,
646.0236,99.454,,,,,
646.176,104.441,,,,,
646.3284,109.429,,,,,
646.4808,114.416,,,,,
646.6332,123.323,,,,,
646.7856,132.795,,,,,
646.938,142.267,,,,,
647.0904,146.074,,,,,
647.2428,145.997,,,,,
647.3952,145.919,,,,,
647.5476,141.398,,,,,
647.7,127.094,,,,,
647.8524,112.789,,,,,
648.0048,98.867,,,,,
648.1572,96.702,,,,,
648.3096,94.537,,,,,
648.462,92.372,,,,,
648.6144,91.716,,,,,
648.7668,91.562,,,,,
648.9192,91.407,,,,,
649.0716,91.979,,,,,
649.224,93.371,,,,,
649.3764,94.762,,,,,
649.5288,94.97,,,,,
649.6812,90.099,,,,,
649.8336,85.228,,,,,
649.986,80.356,,,,,
650.1384,79.712,,,,,
650.2908,79.494,,,,,
650.4432,79.277,,,,,
650.5956,79.817,,,,,
650.748,80.808,,,,,
650.9004,81.799,,,,,
651.0528,81.803,,,,,
651.2052,79.948,,,,,
651.3576,78.092,,,,,
651.51,76.479,,,,,
651.6624,78.335,,,,,
651.8148,80.191,,,,,
651.9672,82.047,,,,,
652.1196,83.144,,,,,
652.272,84.034,,,,,
652.4244,84.923,,,,,
652.5768,85.812,,,,,
652.7292,86.701,,,,,
652.8816,87.59,,,,,
653.034,88.281,,,,,
653.1864,88.281,,,,,
653.3388,88.281,,,,,
653.4912,88.281,,,,,
653.6436,90.977,,,,,
653.796,93.837,,,,,
653.9484,96.698,,,,,
654.1008,97.922,,,,,
654.2532,98.309,,,,,
654.4056,98.696,,,,,
654.558,99.707,,,,,
654.7104,101.737,,,,,
654.8628,103.767,,,,,
655.0152,106.572,,,,,
655.1676,116.373,,,,,
655.32,126.173,,,,,
655.4724,135.974,,,,,
655.6248,136.673,,,,,
655.7772,135.358,,,,,
655.9296,134.043,,,,,
656.082,134.768,,,,,
656.2344,137.242,,,,,
656.3868,139.716,,,,,
656.5392,139.406,,,,,
656.6916,131.055,,,,,
656.844,122.704,,,,,
656.9964,114.353,,,,,
657.1488,122.154,,,,,
657.3012,130.345,,,,,
657.4536,138.536,,,,,
657.606,136.705,,,,,
657.7584,130.485,,,,,
657.9108,124.266,,,,,
658.0632,119.326,,,,,
658.2156,116.195,,,,,
658.368,113.063,,,,,
658.5204,109.704,,,,,
658.6728,104.872,,,,,
658.8252,100.039,,,,,
658.9776,95.207,,,,,
659.13,95.743,,,,,
659.2824,97.205,,,,,
659.4348,98.667,,,,,
659.5872,101.132,,,,,
659.7396,104.348,,,,,
659.892,107.565,,,,,
660.0444,109.213,,,,,
660.1968,107.048,,,,,
660.3492,104.883,,,,,
660.5016,102.744,,,,,
660.654,103.053,,,,,
660.8064,103.363,,,,,
660.9588,103.672,,,,,
661.1112,106.069,,,,,
661.2636,109.239,,,,,
661.416,112.409,,,,,
661.5684,113.213,,,,,
661.7208,111.11,,,,,
661.8732,109.008,,,,,
662.0256,106.785,,,,,
662.178,103.957,,,,,
662.3304,101.13,,,,,
662.4828,98.303,,,,,
662.6352,98.241,,,,,
662.7876,98.531,,,,,
662.94,98.821,,,,,
663.0924,96.826,,,,,
663.2448,93.346,,,,,
663.3972,89.867,,,,,
663.5496,87.237,,,,,
663.702,86.367,,,,,
663.8544,85.497,,,,,
664.0068,84.712,,,,,
664.1592,85.726,,,,,
664.3116,86.741,,,,,
664.464,87.756,,,,,
664.6164,88.771,,,,,
664.7688,89.785,,,,,
664.9212,90.8,,,,,
665.0736,91.437,,,,,
665.226,91.669,,,,,
665.3784,91.901,,,,,
665.5308,93.141,,,,,
665.6832,98.36,,,,,
665.8356,103.579,,,,,
665.988,108.799,,,,,
666.1404,100.982,,,,,
666.2928,92.051,,,,,
666.4452,83.12,,,,,
666.5976,77.928,,,,,
666.75,74.836,,,,,
666.9024000000001,71.743,,,,,
667.0548,70.457,,,,,
667.2072000000001,72.39,,,,,
667.3596,74.323,,,,,
667.5120000000001,76.113,,,,,
667.6644,76.229,,,,,
667.8168000000001,76.345,,,,,
667.9692,76.461,,,,,
668.1216000000001,78.305,,,,,
668.274,80.586,,,,,
668.4264000000001,82.867,,,,,
668.5788,83.478,,,,,
668.7312000000001,82.531,,,,,
668.8836,81.584,,,,,
669.0360000000001,81.52,,,,,
669.1884,84.311,,,,,
669.3408000000001,87.101,,,,,
669.4932,89.892,,,,,
669.6456000000001,89.105,,,,,
669.798,88.15,,,,,
669.9504000000001,87.196,,,,,
670.1028,87.016,,,,,
670.2552000000001,87.209,,,,,
670.4076,87.403,,,,,
670.5600000000001,87.549,,,,,
670.7124,87.621,,,,,
670.8648000000001,87.693,,,,,
671.0172,87.643,,,,,
671.1696000000001,86.628,,,,,
671.322,85.614,,,,,
671.4744000000001,84.599,,,,,
671.6268,86.628,,,,,
671.7792000000001,89.271,,,,,
671.9316,91.914,,,,,
672.0840000000001,94.081,,,,,
672.2364,95.859,,,,,
672.3888000000001,97.637,,,,,
672.5412,99.092,,,,,
672.6936000000001,99.672,,,,,
672.846,100.252,,,,,
672.9984000000001,100.832,,,,,
673.1508,102.866,,,,,
673.3032000000001,104.915,,,,,
673.4556,106.964,,,,,
673.6080000000001,106.982,,,,,
673.7604,106.165,,,,,
673.9128000000001,105.349,,,,,
674.0652,107.579,,,,,
674.2176000000001,113.886,,,,,
674.37,120.192,,,,,
674.5224000000001,125.697,,,,,
674.6748,126.548,,,,,
674.8272000000001,127.398,,,,,
674.9796,128.249,,,,,
675.1320000000001,126.922,,,,,
675.2844,125.26,,,,,
675.4368000000001,123.598,,,,,
675.5892,122.917,,,,,
675.7416000000001,122.931,,,,,
675.894,122.946,,,,,
676.0464000000001,122.493,,,,,
676.1988,120.97,,,,,
676.3512000000001,119.448,,,,,
676.5036,117.927,,,,,
676.6560000000001,116.458,,,,,
676.8084,114.989,,,,,
676.9608000000001,113.519,,,,,
677.1132,119.631,,,,,
677.2656000000001,128.369,,,,,
677.418,137.106,,,,,
677.5704000000001,133.735,,,,,
677.7228,116.26,,,,,
677.8752000000001,98.786,,,,,
678.0276,84.04,,,,,
678.1800000000001,81.633,,,,,
678.3324,79.227,,,,,
678.4848000000001,76.82,,,,,
678.6372,77.18,,,,,
678.7896000000001,77.847,,,,,
678.942,78.514,,,,,
679.0944000000001,81.618,,,,,
679.2468,86.218,,,,,
679.3992000000001,90.819,,,,,
679.5516,92.108,,,,,
679.7040000000001,86.927,,,,,
679.8564,81.746,,,,,
680.0088000000001,76.477,,,,,
680.1612,69.75,,,,,
680.3136000000001,63.023,,,,,
