DEPTH,GR,NPHI,RHOB,RT,DT
220.0,13.401,,,0.4,0.0
220.1,13.701,,,0.4,0.0
220.2,14.102,,,0.5,0.0
220.3,14.903,,,0.4,0.0
220.4,15.901,,,0.4,0.0
220.5,16.401,,,0.4,0.0
220.6,16.701,,,0.4,0.0
220.7,16.901,,,1.3,0.0
220.8,17.102,,,1.4,0.0
220.9,17.901,,,1.3,0.0
221.0,18.299,,,1.4,0.0
221.1,17.798,,,0.6,0.0
221.2,16.896,,,0.3,0.0
221.3,15.595,,,0.4,0.0
221.4,13.798,,,0.9,0.0
221.5,12.898,,,1.3,0.0
221.6,12.198,,,0.5,0.0
221.7,11.498,,,0.9,0.0
221.8,10.702,,,1.6,0.0
221.9,11.302,,,1.0,0.0
222.0,12.0,,,2.2,0.0
222.1,12.001,,,0.9,0.0
222.2,12.3,,,0.9,0.0
222.3,12.401,,,1.2,0.0
222.4,12.901,,,1.6,0.0
222.5,13.301,,,1.4,0.0
222.6,13.599,,,1.2,0.0
222.7,13.398,,,0.9,0.0
222.8,12.597,,,1.2,0.0
222.9,11.498,,,1.2,0.0
223.0,10.799,,,0.9,0.0
223.1,10.399,,,0.8,0.0
223.2,10.201,,,0.7,0.0
223.3,10.601,,,0.7,0.0
223.4,11.001,,,0.8,0.0
223.5,11.401,,,0.7,0.0
223.6,11.701,,,1.0,0.0
223.7,12.101,,,1.8,0.0
223.8,12.6,,,1.3,0.0
223.9,12.499,,,1.3,0.0
224.0,12.197,,,0.9,0.0
224.1,11.198,,,1.0,0.0
224.2,10.499,,,0.8,0.0
224.3,10.299,,,0.9,0.0
224.4,9.798,,,0.9,0.0
224.5,8.901,,,0.7,0.0
224.6,9.198,,,0.7,0.0
224.7,8.5,,,0.7,0.0
224.8,8.4,,,0.7,0.0
224.9,8.302,,,0.6,0.0
225.0,9.2,,,0.6,0.0
225.1,9.3,,,0.6,0.0
225.2,9.204,,,0.7,0.0
225.3,10.605,,,1.1,0.0
225.4,12.404,,,0.9,0.0
225.5,13.802,,,1.2,0.0
225.6,14.602,,,1.2,0.0
225.7,15.301,,,1.2,0.0
225.8,15.699,,,1.3,0.0
225.9,15.301,,,1.3,0.0
226.0,15.7,,,1.4,0.0
226.1,15.601,,,1.4,0.0
226.2,15.802,,,1.2,0.0
226.3,16.502,,,1.3,0.0
226.4,17.2,,,1.0,0.0
226.5,17.201,,,1.4,0.0
226.6,17.499,,,1.3,0.0
226.7,17.198,,,1.2,0.0
226.8,16.398,,,1.2,0.0
226.9,15.697,,,1.0,0.0
227.0,14.7,,,0.9,0.0
227.1,14.601,,,0.9,0.0
227.2,14.901,,,0.8,0.0
227.3,15.099,,,0.8,0.0
227.4,14.801,,,0.8,0.0
227.5,15.198,,,1.0,0.0
227.6,14.396,,,0.7,0.0
227.7,13.096,,,0.7,0.0
227.8,11.799,,,1.1,0.0
227.9,11.299,,,1.7,0.0
228.0,10.998,,,1.7,0.0
228.1,10.199,,,1.4,0.0
228.2,9.999,,,1.6,0.0
228.3,9.499,,,1.6,0.0
228.4,9.302,,,1.9,0.0
228.5,9.999,,,1.3,0.0
228.6,9.6,,,2.1,0.0
228.7,9.6,,,1.7,0.0
228.8,9.5,,,1.5,0.0
228.9,9.401,,,1.6,0.0
229.0,9.901,,,1.5,0.0
229.1,10.101,,,0.8,0.0
229.2,10.301,,,1.3,0.0
229.3,10.802,,,0.6,0.0
229.4,11.602,,,1.6,0.0
229.5,12.502,,,2.4,0.0
229.6,13.401,,,0.5,0.0
229.7,13.801,,,1.0,0.0
229.8,14.102,,,0.9,0.0
229.9,14.904,,,0.9,0.0
230.0,16.299,,,1.0,0.0
230.1,16.101,,,1.0,0.0
230.2,16.601,,,1.2,0.0
230.3,17.102,,,1.1,0.0
230.4,17.701,,,1.2,0.0
230.5,18.004,,,1.2,0.0
230.6,19.402,,,1.1,0.0
230.7,20.1,,,1.3,0.0
230.8,20.102,,,1.3,0.0
230.9,20.8,,,1.3,0.0
231.0,20.696,,,1.8,0.0
231.1,19.398,,,1.3,0.0
231.2,18.494,,,1.7,0.0
231.3,16.396,,,1.5,0.0
231.4,14.798,,,2.2,0.0
231.5,14.103,,,1.6,0.0
231.6,15.299,,,2.4,0.0
231.7,15.0,,,1.7,0.0
231.8,15.0,,,2.0,0.0
231.9,15.1,,,1.7,0.0
232.0,15.098,,,1.8,0.0
232.1,14.199,,,1.9,0.0
232.2,13.7,,,2.3,0.0
232.3,13.606,,,1.9,0.0
232.4,15.605,,,1.9,0.0
232.5,17.498,,,2.0,0.0
232.6,16.895,,,1.3,0.0
232.7,15.198,,,1.2,0.0
232.8,14.301,,,1.5,0.0
232.9,14.704,,,1.9,0.0
233.0,16.002,,,1.9,0.0
233.1,16.805,,,1.8,0.0
233.2,18.605,,,2.1,0.0
233.3,20.4,,,1.8,0.0
233.4,20.5,,,1.8,0.0
233.5,20.498,,,1.1,0.0
233.6,19.799,,,0.7,0.0
233.7,19.499,,,0.7,0.0
233.8,19.099,,,0.6,0.0
233.9,18.799,,,0.6,0.0
234.0,18.399,,,0.6,0.0
234.1,17.999,,,0.8,0.0
234.2,17.699,,,0.8,0.0
234.3,17.299,,,0.6,0.0
234.4,16.999,,,0.6,0.0
234.5,16.599,,,0.7,0.0
234.6,16.199,,,1.0,0.0
234.7,15.903,,,1.5,0.0
234.8,16.907,,,1.4,0.0
234.9,19.404,,,0.7,0.0
235.0,20.903,,,0.9,0.0
235.1,21.9,,,0.7,0.0
235.2,21.897,,,0.8,0.0
235.3,20.906,,,1.3,0.0
235.4,23.102,,,1.6,0.0
235.5,23.696,,,1.6,0.0
235.6,22.099,,,1.6,0.0
235.7,21.599,,,1.6,0.0
235.8,21.299,,,1.5,0.0
235.9,21.004,,,1.5,0.0
236.0,22.499,,,1.4,0.0
236.1,22.199,,,1.4,0.0
236.2,22.002,,,1.5,0.0
236.3,22.596,,,1.5,0.0
236.4,21.002,,,1.6,0.0
236.5,21.903,,,1.7,0.0
236.6,23.004,,,1.7,0.0
236.7,24.405,,,1.8,0.0
236.8,26.303,,,1.9,0.0
236.9,27.398,,,1.4,0.0
237.0,26.805,,,1.5,0.0
237.1,28.507,,,1.7,0.0
237.2,31.006,,,1.8,0.0
237.3,33.004,,,1.9,0.0
237.4,34.404,,,1.6,0.0
237.5,36.004,,,2.2,0.0
237.6,37.499,,,2.2,0.0
237.7,36.999,,,2.2,0.0
237.8,36.696,,,2.2,0.0
237.9,35.299,,,2.1,0.0
238.0,34.796,,,2.4,0.0
238.1,33.499,,,1.8,0.0
238.2,33.197,,,2.5,0.0
238.3,32.199,,,1.9,0.0
238.4,32.0,,,2.3,0.0
238.5,32.096,,,1.8,0.0
238.6,30.598,,,1.7,0.0
238.7,30.0,,,1.7,0.0
238.8,30.101,,,2.1,0.0
238.9,30.301,,,1.9,0.0
239.0,30.604,,,1.4,0.0
239.1,32.002,,,2.1,0.0
239.2,32.603,,,2.3,0.0
239.3,33.599,,,2.3,0.0
239.4,33.099,,,2.4,0.0
239.5,32.699,,,2.0,0.0
239.6,32.202,,,2.2,0.0
239.7,32.899,,,2.6,0.0
239.8,32.595,,,2.4,0.0
239.9,30.897,,,2.5,0.0
240.0,29.794,,,2.4,0.0
240.1,27.596,,,2.4,0.0
240.2,26.199,,,2.2,0.0
240.3,25.896,,,2.2,0.0
240.4,24.299,,,2.3,0.0
240.5,24.099,,,2.4,0.0
240.6,23.9,,,2.2,0.0
240.7,23.801,,,2.4,0.0
240.8,24.099,,,2.2,0.0
240.9,23.7,,,2.3,0.0
241.0,23.601,,,2.4,0.0
241.1,23.9,,,2.3,0.0
241.2,23.899,,,2.4,0.0
241.3,23.699,,,2.5,0.0
241.4,23.3,,,2.3,0.0
241.5,23.202,,,2.4,0.0
241.6,23.797,,,2.3,0.0
241.7,22.699,,,2.4,0.0
241.8,22.196,,,2.3,0.0
241.9,20.698,,,2.8,0.0
242.0,19.796,,,2.3,0.0
242.1,18.497,,,1.9,0.0
242.2,17.298,,,2.3,0.0
242.3,16.699,,,2.2,0.0
242.4,16.398,,,1.9,0.0
242.5,15.496,,,1.8,0.0
242.6,13.999,,,1.6,0.0
242.7,13.601,,,1.8,0.0
242.8,13.999,,,2.2,0.0
242.9,13.6,,,2.3,0.0
243.0,13.499,,,2.4,0.0
243.1,13.097,,,1.6,0.0
243.2,12.099,,,1.6,0.0
243.3,11.695,,,1.1,0.0
243.4,10.001,,,1.3,0.0
243.5,10.302,,,1.2,0.0
243.6,11.102,,,1.2,0.0
243.7,11.903,,,1.1,0.0
243.8,12.899,,,1.1,0.0
